Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Units,Tolerance,Dielectric,Voltage,ESR,Tmin,Tmax,Description,ComponentLink1Description,ComponentLink1URL,Component Note,gost BOM,TU,Note
CL10B103KC8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,01",uF,±10%,X7R,100V," ",-55,125,"CL10B103KC8NNNC, 0603 X7R 0,01 uF 100V",Datasheet," ","0603 0,01uF ±10% 100V X7R","0603 0,01uF ±10% 100V X7R"," "," "
GCM188R72A103KA37D,Murata," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"0,01",uF,±10%,X7R,100V," ",-55,125,"GCM188R72A103KA37D, 0805 X7R 0,01 uF 100V",Datasheet," ","0805 0,01uF ±10% 100V X7R","0805 0,01uF ±10% 100V X7R"," "," "
"К10-83-50В-0,01 мкФ±20%-Н20","АО ""НИИ ""Гириконд"""," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,01",uF,±20%,X5R,50V," ",-60,125,"К10-83-50В-0,01 мкФ±20%-Н20, 0603 X5R 0,01 uF 50V",Datasheet,https://giricond.ru/upload/pdf/%D0%BD%D0%BE%D0%B2%D1%8B%D0%B5%20PDF/%D0%9A%D0%95%D0%A0%D0%90%D0%9C%D0%98%D0%A7%D0%95%D0%A1%D0%9A%D0%98%D0%95%20%D0%9A%D0%9E%D0%9D%D0%94%D0%95%D0%9D%D0%A1%D0%90%D0%A2%D0%9E%D0%A0%D0%AB/K10-83.pdf,"0603 0,01uF ±20% 50V X5R","0603 0,01uF ±20% 50V X5R",АЖЯР.673511.008 ТУ," "
К10-83-50В-22 пФ±5%-МП0,"АО ""НИИ ""Гириконд"""," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,22,pF,±5%,C0G,50V," ",-60,125,"К10-83-50В-22 пФ±5%-МП0, 0603 C0G 22 pF 50V",Datasheet,https://giricond.ru/upload/pdf/%D0%BD%D0%BE%D0%B2%D1%8B%D0%B5%20PDF/%D0%9A%D0%95%D0%A0%D0%90%D0%9C%D0%98%D0%A7%D0%95%D0%A1%D0%9A%D0%98%D0%95%20%D0%9A%D0%9E%D0%9D%D0%94%D0%95%D0%9D%D0%A1%D0%90%D0%A2%D0%9E%D0%A0%D0%AB/K10-83.pdf,0603 22pF ±5% 50V C0G,0603 22pF ±5% 50V C0G,АЖЯР.673511.008 ТУ," "
К10-83-50В-150 пФ±1%-МП0,"АО ""НИИ ""Гириконд"""," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,150,pF,±1%,C0G,50V," ",-60,125,"К10-83-50В-150 пФ±1%-МП0, 0603 C0G 150 pF 50V",Datasheet,https://giricond.ru/upload/pdf/%D0%BD%D0%BE%D0%B2%D1%8B%D0%B5%20PDF/%D0%9A%D0%95%D0%A0%D0%90%D0%9C%D0%98%D0%A7%D0%95%D0%A1%D0%9A%D0%98%D0%95%20%D0%9A%D0%9E%D0%9D%D0%94%D0%95%D0%9D%D0%A1%D0%90%D0%A2%D0%9E%D0%A0%D0%AB/K10-83.pdf,0603 150pF ±1% 50V C0G,0603 150pF ±1% 50V C0G,АЖЯР.673511.008 ТУ," "
GJM1555C1H1R2WB01D,Murata," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,2",pF,±5%,C0G,50V," ",-55,125,"GJM1555C1H1R2WB01D, 0603 C0G 1,2 pF 50V",Datasheet," ","0603 1,2pF ±5% 50V C0G","0603 1,2pF ±5% 50V C0G"," "," "
CL21A226MQQNNNE,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"22,0",uF,±20%,X5R,"6,3V"," ",-55,125,"CL21A226MQQNNNE, 0805 X5R 22,0 uF 6,3V",Datasheet," ","0805 22,0uF ±20% 6,3V X5R","0805 22,0uF ±20% 6,3V X5R"," "," "
CL21A226MPCLRNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"22,0",uF,±20%,X5R,10V," ",-55,125,"CL21A226MOCLRNC, 0805 X5R 22,0 uF 10V",Datasheet," ","0805 22,0uF ±20% 10V X5R","0805 22,0uF ±20% 10V X5R"," "," "
CL21A226MOCLRNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"22,0",uF,±20%,X5R,16V," ",-55,125,"CC0603CRNPO9BN1R0, 0805 X5R 22,0 uF 16V",Datasheet," ","0805 22,0uF ±20% 16V X5R","0805 22,0uF ±20% 16V X5R"," "," "
CC0603CRNPO9BN1R0,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,1,pF,±5%,C0G,50V," ",-55,125,"CC0402JRNPO9BN220, 0603 C0G 1 pF 50V",Datasheet," ",0603 1pF ±5% 50V C0G,0603 1pF ±5% 50V C0G," "," "
CC0603CRNPO9BN1R8,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,8",pF,±5%,C0G,50V," ",-55,125,"CC0603CRNPO9BN1R8, 0603 C0G 1,8 pF 50V",Datasheet," ","0603 1,8pF ±5% 50V C0G","0603 1,8pF ±5% 50V C0G"," "," "
CC0603CRNPO9BN1R2,Yageo, ,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"1,2",pF,±5%,C0G,50V, ,-55,125,"	
CC0603CRNPO9BN1R2, 0603 C0G 1,2 pF 50V",Datasheet, ,"0603 1,2pF ±5% 50V C0G","0603 1,2pF ±5% 50V C0G", , 
"	
CC0603KRX7R9BB333",Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,033",pF,±10%,X7R,50V," ",-55,125,"	
CC0603KRX7R9BB333, 0603 X7R 0,033 pF 50V",Datasheet," ","0603 0,033pF ±10% 50V X7R","0603 0,033pF ±10% 50V X7R"," "," "
CC0805JRNPO9BN681,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,680,pF,±5%,C0G,50V," ",-55,125,"CC0805JRNPO9BN681, 0805 C0G 680 pF 50V",Datasheet," ",0805 680pF ±5% 50V C0G,0805 680pF ±5% 50V C0G," "," "
CL10A106MP8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"10,0",uF,±20%,X5R,10V," ",-55,125,"CL10A106MP8NNNC, 0603 X5R 10,0 uF 10V",Datasheet," ","0603 10,0uF ±20% 10V X5R","0603 10,0uF ±20% 10V X5R"," "," "
CL10B473KB8NNNC,Samsung," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"0,047",uF,±10%,X7R,50V," ",-55,125,"CL10B473KB8NNNC, 0603 X7R 0,047 uF 50V",Datasheet," ","0603 0,047uF ±10% 50V X7R","0603 0,047uF ±10% 50V X7R"," "," "
TCC0603COG390J500CT,CCTC," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,39,pF,±5%,C0G,50V," ",-55,125,"TCC0603COG390J500CT, 0603 C0G 39 pF 50V",Datasheet," ",0603 39pF ±5% 50V C0G,0603 39pF ±5% 50V C0G," "," "
CC0603JRNPO9BN390,Yageo," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,39,pF,±5%,C0G,50V," ",-55,125,"CC0603JRNPO9BN390, 0603 C0G 39 pF 50V",Datasheet," ",0603 39pF ±5% 50V C0G,0603 39pF ±5% 50V C0G," "," "
1812B102K402N,FENGHUA Advanced Technology Co.Ltd," ",capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1812_4532 2.00MM.PCBLIB,PCB - CAPACITOR - MLCC - CAP 1812_4532 2.00MM.PCBLIB,SMD 1812,1000,pF,±10%,X7R,4000V," ",-55,125,"1812B102K402N, 1812 X7R 1000 pF 4000V",Datasheet," ",1812 1000pF ±10% 4000V X7R,1812 1000pF ±10% 4000V X7R," "," "
GRM31CR60J227ME11L,Murata , ,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,220,uF,±20%,X5R ,6.3V, ,-55,85,"GRM31CR60J227ME11L, 1206 X5R  220 uF 6.3V",Datasheet,https://static.chipdip.ru/lib/165/DOC036165111.pdf,1206 220uF ±20% 6.3V X5R ,1206 220uF ±20% 6.3V X5R , , 
CC1206JKNPO9BN103,Yageo, ,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1206_3216 - 1.0MM.PCBLIB,CAP 1206_3216 - 1.0MM,SMD 1206,0.01,uF,±5%,NP0,50V, ,-55,125,"Yageo, 1206 NP0 0,01 uF 50V",Datasheet,https://static.chipdip.ru/lib/676/DOC011676115.pdf,"1206 0,01uF ±5% 50V NP0","1206 0,01uF ±5% 50V NP0 ", , 
CL10C8R2CB8NNNC,Samsung,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"6,2",pF,± 0.25 pF,NP0,50V,,-55,125,"CL10C8R2CB8NNNC, 0603 NP0 6,2 pF 50V",Datasheet,https://static.chipdip.ru/lib/020/DOC043020205.pdf,"0603 6,2pF ±0.25pF 50V NP0","0603 6,2pF ±0.25pF 50V NP0",,
GRM21BR61A475KA73L,Murata,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"4,7",uF,±10%,X5R ,10V,,-55,85,"GRM21BR61A475KA73L, 0805 X5R, 4,7 uF 10V",Datasheet,https://static.chipdip.ru/lib/020/DOC043020205.pdf,"0805 4,7uF ±10% 10V X5R","0805 4,7uF ±10% 10V X5R",,
0603N472J500CT,Walsin,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,4700,pF,±5%,C0G/NPO,50V,,-55,125,"0603N472J500CT, 0603, NPO, 4700 pF 50V",Datasheet,http://smd.ru/upload/medialibrary/be1/keramicheskie-chip-kondensatory-smd-0603-walsin.pdf,0603 4700 pF ±20% 50V NPO,0603 4700 pF ±20% 50V NPO,,
CL32A226KAJNNNE,Samsung, ,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 1.4MM.PCBLIB,CAP 1210_3225 - 1.4MM,SMD 1210,"22,0",uF,±10%,X5R,25V, ,-55,85,"CL32A226KAJNNNE, 1210 X5R 22,0 uF 25V",Datasheet,https://static.chipdip.ru/lib/875/DOC003875342.pdf,"1210 22,0uF ±10% 25V X5R","1210 22,0uF ±10% 25V X5R", , 
0603N7R5C500CT,Walsin,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,"7,5",pF,± 0.25 pF,NP0,50V,,-55,125,"CL10C8R2CB8NNNC, 0603 NP0 7,5 pF 50V",Datasheet,http://smd.ru/upload/medialibrary/be1/keramicheskie-chip-kondensatory-smd-0603-walsin.pdf,"0603 7,5pF ±0.25pF 50V NP0","0603 7,5pF ±0.25pF 50V NP0",,
GRM21BR61C106K,Murata,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"10,0",uF,±10%,X5R,16V,,-55,85,"GRM21BR61C106K, 0805 X5R,  10,0 uF 16V",Datasheet,https://static.chipdip.ru/lib/907/DOC012907142.pdf,"0805 10,0uF ±10% 16V X5R","0805 10,0uF ±10% 16V X5R",,
CC0603JRNPO9BN472,Yageo, ,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0603_1608.PCBLIB,CAP 0603_1608,SMD 0603,4700,pF,±5%,NP0,50V, ,-55,125,"CC0603JRNPO9BN472, 0603 NP0 4700 pF 50V",Datasheet,https://static.chipdip.ru/lib/676/DOC011676115.pdf,0603 4700pF ±5% 50V NP0,0603 4700pF ±5% 25V NP0, , 
CC1210MKX5R7BB107,Yageo,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 2.5MM.PCBLIB,CAP 1210_3225 - 2.5MM,SMD 1210,100,uF,±20%,X5R,16V,,-55,85,"CC1210MKX5R7BB107, 1210 X5R 100 uF 16V",Datasheet,https://www.yageogroup.com/download/specsheet/CC1210MKX5R7BB107,1210 100uF ±20% 16V X5R,1210 100uF ±20% 16V X5R,,
GRM31C5C1E474JE01L,Murata,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - MURATA CAP GRM31C 1206_3216.PCBLIB,MURATA CAP GRM31C 1206_3216,SMD 1206,0.47,uF,±5%,C0G/NPO,25V,,-55,125,"GRM31C5C1E474JE01L, 1206 NP0 0.47 uF 25V",,,,,,
GRM32ER61C476ME15L,Murata,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 1210_3225 - 2.5MM.PCBLIB,CAP 1210_3225 - 2.5MM,SMD 1210,47,uF,±20%,X5R,16V,,-55,85,"GRM32ER61C476ME15L, 1210 X5R 47 uF 16V",Datasheet,https://static.chipdip.ru/lib/973/DOC031973447.pdf,1210 47uF ±20% 16V X5R,1210 47uF ±20% 16V X5R,,
GRM21BR61E475KA12L,Murata,,capacitor.Schlib,capacitor,PCB - CAPACITOR - MLCC - CAP 0805_2012.PCBLIB,CAP 0805_2012,SMD 0805,"4,7",uF,±10%,X5R,25V,,-55,85,"GRM21BR61E475KA12L, 0805 X5R,  4,7 uF 25V",Datasheet,https://static.chipdip.ru/lib/971/DOC031971926.pdf,"0805 4,7 uF ±10% 25V X5R","0805 4,7 uF ±10% 25V X5R",,
