Part number,Manufacturer,Alternative,Library Path,Library Ref,Footprint Path,Footprint Ref,Package,Value,Tolerance,ppm,Power,Voltage,Description,Component Note,gost BOM,Note
RC0805FR-07392RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,392R,1%,100,0.125,150,"RC0805FR-07392RL, 1% 392R",0805 392R 1%,0805 392R 1%," "
RC0805DR-07402RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,402R,"0,5%",100,0.125,150,"RC0805DR-07402RL, 0,5% 402R","0805 402R 0,5%","0805 402R 0,5%"," "
RC0805FR-07402RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,402R,1%,100,0.125,150,"RC0805FR-07402RL, 1% 402R",0805 402R 1%,0805 402R 1%," "
RC0805DR-07412RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,412R,"0,5%",100,0.125,150,"RC0805DR-07412RL, 0,5% 412R","0805 412R 0,5%","0805 412R 0,5%"," "
RC0805FR-07412RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,412R,1%,100,0.125,150,"RC0805FR-07412RL, 1% 412R",0805 412R 1%,0805 412R 1%," "
RC0805DR-07422RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,422R,"0,5%",100,0.125,150,"RC0805DR-07422RL, 0,5% 422R","0805 422R 0,5%","0805 422R 0,5%"," "
RC0805FR-07422RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,422R,1%,100,0.125,150,"RC0805FR-07422RL, 1% 422R",0805 422R 1%,0805 422R 1%," "
RC0805FR-07430RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,430R,1%,100,0.125,150,"RC0805FR-07430RL, 1% 430R",0805 430R 1%,0805 430R 1%," "
RC0805JR-07430RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,430R,5%,100,0.125,150,"RC0805JR-07430RL, 5% 430R",0805 430R 5%,0805 430R 5%," "
RC0805DR-07432RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,432R,"0,5%",100,0.125,150,"RC0805DR-07432RL, 0,5% 432R","0805 432R 0,5%","0805 432R 0,5%"," "
RC0805FR-07432RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,432R,1%,100,0.125,150,"RC0805FR-07432RL, 1% 432R",0805 432R 1%,0805 432R 1%," "
RC0805DR-07442RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,442R,"0,5%",100,0.125,150,"RC0805DR-07442RL, 0,5% 442R","0805 442R 0,5%","0805 442R 0,5%"," "
RC0805FR-07442RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,442R,1%,100,0.125,150,"RC0805FR-07442RL, 1% 442R",0805 442R 1%,0805 442R 1%," "
RC0805DR-07453RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,453R,"0,5%",100,0.125,150,"RC0805DR-07453RL, 0,5% 453R","0805 453R 0,5%","0805 453R 0,5%"," "
RC0805FR-07453RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,453R,1%,100,0.125,150,"RC0805FR-07453RL, 1% 453R",0805 453R 1%,0805 453R 1%," "
RC0805DR-07464RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,464R,"0,5%",100,0.125,150,"RC0805DR-07464RL, 0,5% 464R","0805 464R 0,5%","0805 464R 0,5%"," "
RC0805FR-07464RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,464R,1%,100,0.125,150,"RC0805FR-07464RL, 1% 464R",0805 464R 1%,0805 464R 1%," "
RC0805FR-07470RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,470R,1%,100,0.125,150,"RC0805FR-07470RL, 1% 470R",0805 470R 1%,0805 470R 1%," "
RC0805JR-07470RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,470R,5%,100,0.125,150,"RC0805JR-07470RL, 5% 470R",0805 470R 5%,0805 470R 5%," "
RC0805DR-07475RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,475R,"0,5%",100,0.125,150,"RC0805DR-07475RL, 0,5% 475R","0805 475R 0,5%","0805 475R 0,5%"," "
RC0805FR-07475RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,475R,1%,100,0.125,150,"RC0805FR-07475RL, 1% 475R",0805 475R 1%,0805 475R 1%," "
RC0805DR-07487RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,487R,"0,5%",100,0.125,150,"RC0805DR-07487RL, 0,5% 487R","0805 487R 0,5%","0805 487R 0,5%"," "
RC0805FR-07487RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,487R,1%,100,0.125,150,"RC0805FR-07487RL, 1% 487R",0805 487R 1%,0805 487R 1%," "
RC0805DR-07499RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,499R,"0,5%",100,0.125,150,"RC0805DR-07499RL, 0,5% 499R","0805 499R 0,5%","0805 499R 0,5%"," "
RC0805FR-07499RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,499R,1%,100,0.125,150,"RC0805FR-07499RL, 1% 499R",0805 499R 1%,0805 499R 1%," "
RC0805FR-07510RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,510R,1%,100,0.125,150,"RC0805FR-07510RL, 1% 510R",0805 510R 1%,0805 510R 1%," "
RC0805JR-07510RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,510R,5%,100,0.125,150,"RC0805JR-07510RL, 5% 510R",0805 510R 5%,0805 510R 5%," "
RC0805DR-07511RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,511R,"0,5%",100,0.125,150,"RC0805DR-07511RL, 0,5% 511R","0805 511R 0,5%","0805 511R 0,5%"," "
RC0805FR-07511RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,511R,1%,100,0.125,150,"RC0805FR-07511RL, 1% 511R",0805 511R 1%,0805 511R 1%," "
RC0805DR-07523RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,523R,"0,5%",100,0.125,150,"RC0805DR-07523RL, 0,5% 523R","0805 523R 0,5%","0805 523R 0,5%"," "
RC0805FR-07523RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,523R,1%,100,0.125,150,"RC0805FR-07523RL, 1% 523R",0805 523R 1%,0805 523R 1%," "
RC0805DR-07536RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,536R,"0,5%",100,0.125,150,"RC0805DR-07536RL, 0,5% 536R","0805 536R 0,5%","0805 536R 0,5%"," "
RC0805FR-07536RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,536R,1%,100,0.125,150,"RC0805FR-07536RL, 1% 536R",0805 536R 1%,0805 536R 1%," "
RC0805DR-07549RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,549R,"0,5%",100,0.125,150,"RC0805DR-07549RL, 0,5% 549R","0805 549R 0,5%","0805 549R 0,5%"," "
RC0805FR-07549RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,549R,1%,100,0.125,150,"RC0805FR-07549RL, 1% 549R",0805 549R 1%,0805 549R 1%," "
RC0805FR-07560RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,560R,1%,100,0.125,150,"RC0805FR-07560RL, 1% 560R",0805 560R 1%,0805 560R 1%," "
RC0805JR-07560RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,560R,5%,100,0.125,150,"RC0805JR-07560RL, 5% 560R",0805 560R 5%,0805 560R 5%," "
RC0805DR-07562RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,562R,"0,5%",100,0.125,150,"RC0805DR-07562RL, 0,5% 562R","0805 562R 0,5%","0805 562R 0,5%"," "
RC0805FR-07562RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,562R,1%,100,0.125,150,"RC0805FR-07562RL, 1% 562R",0805 562R 1%,0805 562R 1%," "
RC0805DR-07576RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,576R,"0,5%",100,0.125,150,"RC0805DR-07576RL, 0,5% 576R","0805 576R 0,5%","0805 576R 0,5%"," "
RC0805FR-07576RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,576R,1%,100,0.125,150,"RC0805FR-07576RL, 1% 576R",0805 576R 1%,0805 576R 1%," "
RC0805DR-07590RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,590R,"0,5%",100,0.125,150,"RC0805DR-07590RL, 0,5% 590R","0805 590R 0,5%","0805 590R 0,5%"," "
RC0805FR-07590RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,590R,1%,100,0.125,150,"RC0805FR-07590RL, 1% 590R",0805 590R 1%,0805 590R 1%," "
RC0805DR-07604RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,604R,"0,5%",100,0.125,150,"RC0805DR-07604RL, 0,5% 604R","0805 604R 0,5%","0805 604R 0,5%"," "
RC0805FR-07604RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,604R,1%,100,0.125,150,"RC0805FR-07604RL, 1% 604R",0805 604R 1%,0805 604R 1%," "
RC0805DR-07619RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,619R,"0,5%",100,0.125,150,"RC0805DR-07619RL, 0,5% 619R","0805 619R 0,5%","0805 619R 0,5%"," "
RC0805FR-07619RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,619R,1%,100,0.125,150,"RC0805FR-07619RL, 1% 619R",0805 619R 1%,0805 619R 1%," "
RC0805FR-07620RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,620R,1%,100,0.125,150,"RC0805FR-07620RL, 1% 620R",0805 620R 1%,0805 620R 1%," "
RC0805JR-07620RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,620R,5%,100,0.125,150,"RC0805JR-07620RL, 5% 620R",0805 620R 5%,0805 620R 5%," "
RC0805DR-07634RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,634R,"0,5%",100,0.125,150,"RC0805DR-07634RL, 0,5% 634R","0805 634R 0,5%","0805 634R 0,5%"," "
RC0805FR-07634RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,634R,1%,100,0.125,150,"RC0805FR-07634RL, 1% 634R",0805 634R 1%,0805 634R 1%," "
RC0805DR-07649RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,649R,"0,5%",100,0.125,150,"RC0805DR-07649RL, 0,5% 649R","0805 649R 0,5%","0805 649R 0,5%"," "
RC0805FR-07649RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,649R,1%,100,0.125,150,"RC0805FR-07649RL, 1% 649R",0805 649R 1%,0805 649R 1%," "
RC0805DR-07665RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,665R,"0,5%",100,0.125,150,"RC0805DR-07665RL, 0,5% 665R","0805 665R 0,5%","0805 665R 0,5%"," "
RC0805FR-07665RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,665R,1%,100,0.125,150,"RC0805FR-07665RL, 1% 665R",0805 665R 1%,0805 665R 1%," "
RC0805FR-07680RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,680R,1%,100,0.125,150,"RC0805FR-07680RL, 1% 680R",0805 680R 1%,0805 680R 1%," "
RC0805JR-07680RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,680R,5%,100,0.125,150,"RC0805JR-07680RL, 5% 680R",0805 680R 5%,0805 680R 5%," "
RC0805DR-07681RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,681R,"0,5%",100,0.125,150,"RC0805DR-07681RL, 0,5% 681R","0805 681R 0,5%","0805 681R 0,5%"," "
RC0805FR-07681RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,681R,1%,100,0.125,150,"RC0805FR-07681RL, 1% 681R",0805 681R 1%,0805 681R 1%," "
RC0805DR-07698RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,698R,"0,5%",100,0.125,150,"RC0805DR-07698RL, 0,5% 698R","0805 698R 0,5%","0805 698R 0,5%"," "
RC0805FR-07698RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,698R,1%,100,0.125,150,"RC0805FR-07698RL, 1% 698R",0805 698R 1%,0805 698R 1%," "
RC0805DR-07715RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,715R,"0,5%",100,0.125,150,"RC0805DR-07715RL, 0,5% 715R","0805 715R 0,5%","0805 715R 0,5%"," "
RC0805FR-07715RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,715R,1%,100,0.125,150,"RC0805FR-07715RL, 1% 715R",0805 715R 1%,0805 715R 1%," "
RC0805DR-07732RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,732R,"0,5%",100,0.125,150,"RC0805DR-07732RL, 0,5% 732R","0805 732R 0,5%","0805 732R 0,5%"," "
RC0805FR-07732RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,732R,1%,100,0.125,150,"RC0805FR-07732RL, 1% 732R",0805 732R 1%,0805 732R 1%," "
RC0805DR-07750RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,750R,"0,5%",100,0.125,150,"RC0805DR-07750RL, 0,5% 750R","0805 750R 0,5%","0805 750R 0,5%"," "
RC0805FR-07750RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,750R,1%,100,0.125,150,"RC0805FR-07750RL, 1% 750R",0805 750R 1%,0805 750R 1%," "
RC0805JR-07750RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,750R,5%,100,0.125,150,"RC0805JR-07750RL, 5% 750R",0805 750R 5%,0805 750R 5%," "
RC0805DR-07768RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,768R,"0,5%",100,0.125,150,"RC0805DR-07768RL, 0,5% 768R","0805 768R 0,5%","0805 768R 0,5%"," "
RC0805FR-07768RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,768R,1%,100,0.125,150,"RC0805FR-07768RL, 1% 768R",0805 768R 1%,0805 768R 1%," "
RC0805DR-07787RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,787R,"0,5%",100,0.125,150,"RC0805DR-07787RL, 0,5% 787R","0805 787R 0,5%","0805 787R 0,5%"," "
RC0805FR-07787RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,787R,1%,100,0.125,150,"RC0805FR-07787RL, 1% 787R",0805 787R 1%,0805 787R 1%," "
RC0805DR-07806RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,806R,"0,5%",100,0.125,150,"RC0805DR-07806RL, 0,5% 806R","0805 806R 0,5%","0805 806R 0,5%"," "
RC0805FR-07806RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,806R,1%,100,0.125,150,"RC0805FR-07806RL, 1% 806R",0805 806R 1%,0805 806R 1%," "
RC0805FR-07820RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,820R,1%,100,0.125,150,"RC0805FR-07820RL, 1% 820R",0805 820R 1%,0805 820R 1%," "
RC0805JR-07820RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,820R,5%,100,0.125,150,"RC0805JR-07820RL, 5% 820R",0805 820R 5%,0805 820R 5%," "
RC0805DR-07825RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,825R,"0,5%",100,0.125,150,"RC0805DR-07825RL, 0,5% 825R","0805 825R 0,5%","0805 825R 0,5%"," "
RC0805FR-07825RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,825R,1%,100,0.125,150,"RC0805FR-07825RL, 1% 825R",0805 825R 1%,0805 825R 1%," "
RC0805DR-07845RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,845R,"0,5%",100,0.125,150,"RC0805DR-07845RL, 0,5% 845R","0805 845R 0,5%","0805 845R 0,5%"," "
RC0805FR-07845RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,845R,1%,100,0.125,150,"RC0805FR-07845RL, 1% 845R",0805 845R 1%,0805 845R 1%," "
RC0805DR-07866RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,866R,"0,5%",100,0.125,150,"RC0805DR-07866RL, 0,5% 866R","0805 866R 0,5%","0805 866R 0,5%"," "
RC0805FR-07866RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,866R,1%,100,0.125,150,"RC0805FR-07866RL, 1% 866R",0805 866R 1%,0805 866R 1%," "
RC0805DR-07887RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,887R,"0,5%",100,0.125,150,"RC0805DR-07887RL, 0,5% 887R","0805 887R 0,5%","0805 887R 0,5%"," "
RC0805FR-07887RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,887R,1%,100,0.125,150,"RC0805FR-07887RL, 1% 887R",0805 887R 1%,0805 887R 1%," "
RC0805DR-07909RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,909R,"0,5%",100,0.125,150,"RC0805DR-07909RL, 0,5% 909R","0805 909R 0,5%","0805 909R 0,5%"," "
RC0805FR-07909RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,909R,1%,100,0.125,150,"RC0805FR-07909RL, 1% 909R",0805 909R 1%,0805 909R 1%," "
RC0805FR-07910RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,910R,1%,100,0.125,150,"RC0805FR-07910RL, 1% 910R",0805 910R 1%,0805 910R 1%," "
RC0805JR-07910RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,910R,5%,100,0.125,150,"RC0805JR-07910RL, 5% 910R",0805 910R 5%,0805 910R 5%," "
RC0805DR-07931RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,931R,"0,5%",100,0.125,150,"RC0805DR-07931RL, 0,5% 931R","0805 931R 0,5%","0805 931R 0,5%"," "
RC0805FR-07931RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,931R,1%,100,0.125,150,"RC0805FR-07931RL, 1% 931R",0805 931R 1%,0805 931R 1%," "
RC0805DR-07953RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,953R,"0,5%",100,0.125,150,"RC0805DR-07953RL, 0,5% 953R","0805 953R 0,5%","0805 953R 0,5%"," "
RC0805FR-07953RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,953R,1%,100,0.125,150,"RC0805FR-07953RL, 1% 953R",0805 953R 1%,0805 953R 1%," "
RC0805DR-07976RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,976R,"0,5%",100,0.125,150,"RC0805DR-07976RL, 0,5% 976R","0805 976R 0,5%","0805 976R 0,5%"," "
RC0805FR-07976RL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,976R,1%,100,0.125,150,"RC0805FR-07976RL, 1% 976R",0805 976R 1%,0805 976R 1%," "
RC0805DR-071KL,Yageo," ",Resistor_0805.Schlib,Resistor_0805,PCB - RESISTOR - CHIP - RES 0805_2012.PCBLIB,RES 0805_2012,SMD 0805,1k,"0,5%",100,0.125,150,"RC0805DR-071KL, 0,5% 1k","0805 1k 0,5%","0805 1k 0,5%"," "
